20:13:31 INFO  application.ApplicationManager - Start in browser FIREFOX
20:13:45 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:13:45 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:13:45 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:13:45 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:13:45 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:13:45 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:13:45 INFO  TestBase - Login with Email: sonya@gmail.com; Password: Ss12345$;
20:13:45 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
20:13:45 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
20:13:46 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:46 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:46 INFO  TestBase - Test passed
20:13:46 INFO  TestBase - End of test loginTestDataProvider
20:13:46 INFO  TestBase - Start test loginTestDataProviderClass
20:13:46 INFO  TestBase - Test start with data: [12345@asd.com, aA1234567$]
20:13:46 INFO  TestBase - =================================================================================
20:13:46 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:46 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:46 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:46 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:46 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
20:13:46 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
20:13:46 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:13:46 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:13:46 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:13:46 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:13:47 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:13:47 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:13:47 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:13:47 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:13:47 INFO  TestBase - Login with Email: 12345@asd.com; Password: aA1234567$;
20:13:47 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
20:13:47 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
20:13:47 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:47 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:47 INFO  TestBase - Test passed
20:13:47 INFO  TestBase - End of test loginTestDataProviderClass
20:13:47 INFO  TestBase - Start test loginTestDataProviderClass
20:13:47 INFO  TestBase - Test start with data: [noa@gmail.com, Nnoa12345$]
20:13:47 INFO  TestBase - =================================================================================
20:13:47 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:47 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:47 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:47 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:47 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
20:13:47 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
20:13:48 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:13:48 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:13:48 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:13:48 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:13:48 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:13:48 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:13:48 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:13:48 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:13:48 INFO  TestBase - Login with Email: noa@gmail.com; Password: Nnoa12345$;
20:13:48 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
20:13:48 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
20:13:48 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:48 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:48 INFO  TestBase - Test passed
20:13:48 INFO  TestBase - End of test loginTestDataProviderClass
20:13:48 INFO  TestBase - Start test loginTestDataProviderClass
20:13:48 INFO  TestBase - Test start with data: [sonya@gmail.com, Ss12345$]
20:13:48 INFO  TestBase - =================================================================================
20:13:48 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:48 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:49 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:49 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:49 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
20:13:49 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
20:13:49 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:13:49 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:13:49 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:13:49 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:13:49 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:13:49 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:13:49 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:13:49 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:13:50 INFO  TestBase - Login with Email: sonya@gmail.com; Password: Ss12345$;
20:13:50 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
20:13:50 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
20:13:50 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:50 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:50 INFO  TestBase - Test passed
20:13:50 INFO  TestBase - End of test loginTestDataProviderClass
20:13:50 INFO  TestBase - Start test loginTestWithWrongPassword
20:13:50 INFO  TestBase - Test start with data: []
20:13:50 INFO  TestBase - =================================================================================
20:13:50 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:50 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:50 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:50 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:50 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
20:13:50 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
20:13:50 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:13:50 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:13:50 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:13:50 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:13:51 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:13:51 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:13:51 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:13:51 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:13:51 INFO  TestBase - Login with Email: 12345@asd.com; Password: aA1234567;
20:13:51 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
20:13:51 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
20:13:51 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:13:54 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:13:54 INFO  TestBase - Test passed
20:13:54 INFO  TestBase - End of test loginTestWithWrongPassword
