20:15:22 INFO  application.ApplicationManager - Start in browser FIREFOX
20:15:33 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:33 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:33 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:33 INFO  TestBase - Login with Email: 12345@asd.com; Password: aA1234567$;
20:15:33 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
20:15:33 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
20:15:34 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:34 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:34 INFO  TestBase - Test passed
20:15:34 INFO  TestBase - End of test loginTestDataProvider
20:15:34 INFO  TestBase - Start test loginTestDataProvider
20:15:34 INFO  TestBase - Test start with data: [noa@gmail.com, Nnoa12345$]
20:15:34 INFO  TestBase - =================================================================================
20:15:34 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:34 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:34 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:34 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:34 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
20:15:34 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
20:15:34 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:15:34 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:15:34 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:15:34 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:15:34 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:34 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:34 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:34 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:35 INFO  TestBase - Login with Email: noa@gmail.com; Password: Nnoa12345$;
20:15:35 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
20:15:35 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
20:15:35 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:35 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:35 INFO  TestBase - Test passed
20:15:35 INFO  TestBase - End of test loginTestDataProvider
20:15:35 INFO  TestBase - Start test loginTestDataProvider
20:15:35 INFO  TestBase - Test start with data: [sonya@gmail.com, Ss12345$]
20:15:35 INFO  TestBase - =================================================================================
20:15:35 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:35 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:35 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:35 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:35 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
20:15:35 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
20:15:36 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:15:36 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:15:36 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:15:36 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:15:36 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:36 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:36 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:36 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:36 INFO  TestBase - Login with Email: sonya@gmail.com; Password: Ss12345$;
20:15:36 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
20:15:36 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
20:15:36 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:36 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:36 INFO  TestBase - Test passed
20:15:36 INFO  TestBase - End of test loginTestDataProvider
20:15:36 INFO  TestBase - Start test loginTestDataProviderClass
20:15:36 INFO  TestBase - Test start with data: [12345@asd.com, aA1234567$]
20:15:36 INFO  TestBase - =================================================================================
20:15:36 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:36 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:36 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:36 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:37 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
20:15:37 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
20:15:37 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:15:37 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:15:37 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:15:37 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:15:37 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:37 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:37 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:37 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:37 INFO  TestBase - Login with Email: 12345@asd.com; Password: aA1234567$;
20:15:37 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
20:15:38 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
20:15:38 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:38 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:38 INFO  TestBase - Test passed
20:15:38 INFO  TestBase - End of test loginTestDataProviderClass
20:15:38 INFO  TestBase - Start test loginTestDataProviderClass
20:15:38 INFO  TestBase - Test start with data: [noa@gmail.com, Nnoa12345$]
20:15:38 INFO  TestBase - =================================================================================
20:15:38 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:38 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:38 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:38 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:38 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
20:15:38 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
20:15:38 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:15:38 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:15:38 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:15:38 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:15:39 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:39 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:39 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:39 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:39 INFO  TestBase - Login with Email: noa@gmail.com; Password: Nnoa12345$;
20:15:39 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
20:15:39 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
20:15:39 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:39 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:39 INFO  TestBase - Test passed
20:15:39 INFO  TestBase - End of test loginTestDataProviderClass
20:15:39 INFO  TestBase - Start test loginTestDataProviderClass
20:15:39 INFO  TestBase - Test start with data: [sonya@gmail.com, Ss12345$]
20:15:39 INFO  TestBase - =================================================================================
20:15:39 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:39 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:39 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:39 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:39 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
20:15:39 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
20:15:40 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:15:40 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:15:40 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:15:40 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:15:40 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:40 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:40 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:40 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:40 INFO  TestBase - Login with Email: sonya@gmail.com; Password: Ss12345$;
20:15:40 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
20:15:40 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
20:15:40 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:40 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:40 INFO  TestBase - Test passed
20:15:40 INFO  TestBase - End of test loginTestDataProviderClass
20:15:40 INFO  TestBase - Start test loginTestWithWrongPassword
20:15:40 INFO  TestBase - Test start with data: []
20:15:40 INFO  TestBase - =================================================================================
20:15:40 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:41 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:41 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:41 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:41 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
20:15:41 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
20:15:41 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:15:41 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:15:41 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
20:15:41 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
20:15:41 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:41 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:41 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
20:15:41 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
20:15:42 INFO  TestBase - Login with Email: 12345@asd.com; Password: aA1234567;
20:15:42 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
20:15:42 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
20:15:42 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
20:15:45 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
20:15:45 INFO  TestBase - Test passed
20:15:45 INFO  TestBase - End of test loginTestWithWrongPassword
