18:29:12 INFO  application.ApplicationManager - Start in browser FIREFOX
18:29:30 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:29:30 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:29:30 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:29:31 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
18:29:31 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
18:29:31 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
18:29:31 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
18:29:31 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
18:29:31 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
18:29:31 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
18:29:31 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
18:29:31 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
18:29:31 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
18:29:31 INFO  TestBase - Login with Email: 12345@asd.com; Password: aA1234567$;
18:29:31 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
18:29:31 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
18:29:32 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:29:32 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:29:32 INFO  TestBase - Test passed
18:29:32 INFO  TestBase - End of test loginTestDataProviderClass
18:29:32 INFO  TestBase - Start test loginTestDataProviderClass
18:29:32 INFO  TestBase - Test start with data: [noa@gmail.com, Nnoa12345$]
18:29:32 INFO  TestBase - =================================================================================
18:29:32 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:29:32 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:29:32 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:29:32 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:29:32 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
18:29:32 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
18:29:32 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
18:29:32 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
18:29:32 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
18:29:32 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
18:29:33 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
18:29:33 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
18:29:33 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
18:29:33 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
18:29:33 INFO  TestBase - Login with Email: noa@gmail.com; Password: Nnoa12345$;
18:29:33 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
18:29:33 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
18:29:33 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:29:33 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:29:33 INFO  TestBase - Test passed
18:29:33 INFO  TestBase - End of test loginTestDataProviderClass
18:29:33 INFO  TestBase - Start test loginTestDataProviderClass
18:29:33 INFO  TestBase - Test start with data: [sonya@gmail.com, Ss12345$]
18:29:33 INFO  TestBase - =================================================================================
18:29:33 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:29:33 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:29:33 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:29:33 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:29:33 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
18:29:33 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
18:29:34 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
18:29:34 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
18:29:34 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
18:29:34 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
18:29:34 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
18:29:34 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
18:29:34 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
18:29:34 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
18:29:34 INFO  TestBase - Login with Email: sonya@gmail.com; Password: Ss12345$;
18:29:34 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
18:29:34 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
18:29:35 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:29:35 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:29:35 INFO  TestBase - Test passed
18:29:35 INFO  TestBase - End of test loginTestDataProviderClass
18:29:35 INFO  TestBase - Start test loginTestWithWrongPassword
18:29:35 INFO  TestBase - Test start with data: []
18:29:35 INFO  TestBase - =================================================================================
18:29:35 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:29:35 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:29:35 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:29:35 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:29:35 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
18:29:35 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
18:29:35 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
18:29:35 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
18:29:35 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
18:29:35 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
18:29:35 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
18:29:35 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
18:29:35 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
18:29:35 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
18:29:36 INFO  TestBase - Login with Email: 12345@asd.com; Password: aA1234567;
18:29:36 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
18:29:36 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
18:29:36 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
18:29:39 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
18:29:39 INFO  TestBase - Test passed
18:29:39 INFO  TestBase - End of test loginTestWithWrongPassword
